id,tweet_text,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
175,"If you stray from the politically correct position on guns, masks, vaccines, transgenders in sports, Drag Queen Story Hour, election fraud, demographic transformation, BLM or abortion, you and your children can be tagged, flagged and bagged for life.",0,0,0,0,0,1,0,1,0,0,vaccine
176,Yeh because every nation mandating vaccines is party to genocide and crimes against humanity.,0,0,0,0,0,0,0,0,0,1,vaccine
177,Fantastic video of nurse in Australia. A must watch. ?? A nurse describes the awful moment she realised that the vaccine was mass murder |,0,0,0,0,0,0,0,0,0,1,vaccine
178,Crimes against humanity are still being pushed through...change the vaccine with NO clinical trials!,0,0,1,0,0,0,0,0,0,0,vaccine
179,"Plane crashed, a doctor told the turth of vaccine , accident ?",0,0,0,0,0,1,0,0,0,0,vaccine
180,"Congressional Testimony, Dr. Deborah Birx Admits the Biden Admin's Vaccine Efficacy Claims Were Based on 'Hope' Not Science",0,1,0,0,0,0,0,0,0,0,vaccine
181,There is some Echo but you will understand it. That's the ugly truth indeed. Why they want so much to vaccine everyone for a desease that a has mortality rate below seasonnal flu... Ask yourself the good questions.,0,0,0,0,0,1,0,0,0,0,vaccine
182,"If the CEO of Pfizer doesn't want the vaccine, what makes you think anyone else does? Most of their employees aren't vaccinated and they are except from mandates.",0,1,0,0,0,0,0,0,0,0,vaccine
183,". : 'GVDBossche predicted a pandemic of variants, and now we are living a pandemic of variants ...' : 'Mass vaccination with non-sterilizing vaccines during a pandemic promotes the natural selection of more contagious variants.' .",0,0,0,0,0,0,0,0,0,1,vaccine
184,Tf am I looking at? That the guy who claims to have invented mRNA vaccines?,0,1,0,0,0,0,0,0,0,0,vaccine
185,Proof of other vaccines where research fraud occurred.,0,0,0,0,0,1,0,0,0,0,vaccine
186,"Re-emergence of Polio proves Polio vaccines don't work, insists moron: The re-emergence of Polio proves that the vaccines that were supposed to have protected us are nothing more than a scam, according the Internet's leading morons this morning. For...",0,0,0,0,0,1,0,0,0,0,vaccine
187,They tried a virus then a vaccine then another virus so WW3 best way to bring the population down the WEF and wealthy elites need bringing down.,0,0,0,0,0,0,0,0,0,1,vaccine
188,Researcher Blows the Whistle on Data Integrity Issues in Pfizer's Vaccine Trials,0,0,1,0,0,1,0,0,0,0,vaccine
189,CDC Panel Recommends Another COVID-19 Vaccine for Children Aged 6 to 17. Why Covid is now a new cold virus and children survival rate was 99.9999% from the original virus. They are not in danger. Government needs to stop lying so they can control people.,0,1,0,0,0,0,0,1,0,0,vaccine
190,Pfizer Whistleblower Melissa McAtee on Vaccine Glowing And What Happened When She Confronted Management | Worldview Weekend Broadcast Network,0,0,0,0,0,1,0,0,0,0,vaccine
191,The FDA's 'Future Framework' for COVID Vaccines Is Reckless Plan The dangerous mandates should be ruled unconstitutional!,0,1,1,0,0,0,0,0,0,0,vaccine
192,Dr Robert Malone Reveals The Truth About Covid Vaccines Deadly Side Effects,0,0,0,0,0,0,0,0,0,1,vaccine
193,"Why is nobody doing a deep investigation to uncover the truth? Why was the top bureaucrat AWARDED by the Queen? Why are so obsessed on vaccinating kids? If these are actual Vaccine Manufacturer data, how is it that the Health Ministers are not summoned to account on all these???",0,0,0,0,0,1,0,1,0,0,vaccine
194,Any chance  or the  can explain why the government is using Covid vaccination ads marketed toward children that are categorically untrue? What data exists that suggests the vaccine will induce lifetime protection? Why are you spreading misinformation?,0,1,0,0,0,0,0,0,0,0,vaccine
195,It has nothing to do with adults feeling safe. It's about moving the liability into the vaccine compensation program to protect big pharma,0,0,0,0,0,1,0,0,0,0,vaccine
196,Imagine that Bill Gates invested in the Monkey Pox vaccine at Bavarian Nordic Wow He knows in advance what viruses are going to hit the world Imagine that,0,0,0,0,0,0,0,0,0,1,vaccine
197,"Case in point. This furry actually works for Moderna and does anything to sell their vaccines ($$$). Even made their own webpage claiming to have debunked  on the SA-variant, which kind of proved... to not have been a debunk. Total fraud",0,0,0,0,0,1,0,0,0,0,vaccine
198,THIS IS AN ABSOLUTE OUTRAGE????YET THEY NOW WANTING NO STUDIES DONE????SOMETHING NEED TO BE DONE HERE?? They care less about loss of life??it's all about SOCIALIST control?? Caught Using False Data To Recommend Kids' COVID Vaccine via,0,1,0,0,0,1,0,0,0,0,vaccine
199,"So THIS Is What Vaccine Passports Were Leading To via  are you still laughing,,or waking up to a chinese futere,with no rights,or freedom..",0,0,0,0,0,1,0,0,0,0,vaccine
200,Proof That The C-19 Pandemic And Vaccine Rollout Was Planned Years In Advance! - The True Defender !!,0,0,0,0,0,0,0,0,0,1,vaccine
201,Pfizer and Moderna want no more vaccine testing.,0,1,1,0,0,0,0,0,0,0,vaccine
202,"The corrupt Biden regime is trying to kill off the population and attacking our children with vaccine, CRT, Transgenderness, Pedophilia!!",0,0,0,0,0,1,0,1,0,0,vaccine
203,"Now you understand one aspect of the broader agenda Turn women against one another with this nonsense Divide and conquer, as a Machiavellian I can't help but tip my hat to them",0,0,0,0,0,1,0,0,0,0,vaccine
204,The next fear propaganda will be Polio ?? Dont worry the MHRA have a new Polio vaccine ready to push.,0,0,0,0,0,1,0,0,0,0,vaccine
205,SHAME SHAME SHAME This is why y'all were pushing the vaccine on every single human being so we couldn't have anything to compare it to you and you would be in the clear right,0,0,0,0,0,0,0,0,0,1,vaccine
206,Hearings. Vaccines not doing what we were told.,0,0,0,0,0,0,0,0,0,1,vaccine
207,'Or it was all by design so people welcome the digital passport with open arms... which will be linked to your vaccine status and social credit score',0,0,0,0,0,0,0,0,0,1,vaccine
208,"Joe Biden and the Democrats: 'If you take these vaccines, you're never gonna' get COVID!' RoeVwade is the law of the land, and it'll never change. Sure, gas will go up a few cents per gallon, but renewables and green energy are the future.",0,0,0,0,0,0,0,0,0,1,vaccine
209,How sweet. They forced vaccines because they had 'hope' they would work. Wow just fucking wow.,0,0,0,0,1,0,0,0,0,0,vaccine
210,CDC caught using false data to recommend kids' COVID vaccine via,0,1,0,0,0,0,0,0,0,0,vaccine
211,"Reagan was great, but every President makes a monumental mistake somewhere along the way. This was it with Reagan?? Once this was law, Big Pharma went wild with childhood vaccines because why not. This is why they so badly want COVID included in childhood vax schedules.",0,0,0,0,0,1,0,0,0,0,vaccine
212,Dr. Fauci Admits No Studies Support Vaccines For Children,0,0,0,0,0,0,0,0,0,1,vaccine
213,"Birx admits the FDA didnt test for Covid unless the person was showing symptoms (asymptomatic and mild not tested), that tge vaccine lasted 4 months and that they had 'hoped' vaccinated couldt spread ovud. The FDA is an embarrassment.",0,1,0,0,0,0,0,0,0,0,vaccine
214,It never was about pipelines or vaccines. It was always about wanting to control others,0,0,0,0,0,1,0,0,0,0,vaccine
215,"Poor Aussie Gov't! They will never change but to cover it up. Stingy things small bad!   Healthy Young People Now Dying en Masse Across Australia, and the Corporate Media Still Won't Dare Mention Vaccines",0,0,0,0,0,1,0,0,0,0,vaccine
216,"like the American people had a choice to get vaccinated ? right ? please don't talk about choice when the democrats imposed the lockdowns , masks and vaccines , nobody is buying it",0,0,0,0,1,0,0,0,0,0,vaccine
217,And Australian media and politicians lied and spread misinformation along with forcing and coercing vaccines that were not even fully approved on 95% of them and now this,0,0,1,0,1,0,0,0,0,0,vaccine
218,You forced your entire nation to get injected with a vaccine...,0,0,0,0,1,0,0,0,0,0,vaccine
219,"Abortion, euthanasia and the Covid vaccine are great examples of legal murder, and that is the worst crime that man can do. Also, did you know that all of this is desired by the satanic Freemasons? I am not kidding.",0,0,0,0,0,1,0,0,0,0,vaccine
220,"If you missed it, the WHO says all vaccines should skip clinical trials going forward.' - GFM Join the Global Freedom Movement, it's time to take our home back from this freak show occupation. They've fucked around long enough.",0,1,1,0,0,0,0,0,0,0,vaccine
221,CDC Admits It Never Monitored VAERS for COVID Vaccine Safety Signals - Children's Health Defense,0,1,0,0,0,0,0,0,0,0,vaccine
222,"This was about the HPV vaccine, but it's what made me realize that their opposition to all the things that would reduce unwanted pregnancies or make mother's lives easier is a feature, not a bug:",0,0,0,0,0,1,0,0,0,0,vaccine
223,Albert Bourla is guilty of crimes against humanity. This is about more than money. It's about depoplating those they hate. (us) Pfizer CEO Says Annual COVID Vaccine Booster is Almost a Certainty,0,0,0,0,0,0,0,0,0,1,vaccine
224,Bwahahaha! How long y'all gonna keep believing and worshipping the sociopathic medical community? They are not on your side. They want to scare you and sell you drugs and vaccines. That's it. Wake up. Your life depends on it.,0,0,0,0,0,1,0,0,0,0,vaccine
225,"I would be very skeptical of these results. It's easy to skew data collection and analysis to paint a favourable picture, and the pharma companies and regulators have every motivation to make the vaccine look better than it actually is.",0,1,0,0,0,1,0,0,0,0,vaccine
226,?? Pathologist shares shocking revelations of how the FDA Pfizer vaccine trial for 6 months to 4-year-old children was conducted.,0,1,0,0,0,0,0,0,0,1,vaccine
227,So now apparently the vaccine doesn't work ? Ohhh it doesn't work against the new variant... so I'm guessing we will have to get another vaccine that actually works right? ??,0,0,0,0,0,0,0,0,0,1,vaccine
228,'CDC Director Violates FDA's Emergency Use Authorizations and Posts Misinformation about COVID-19 Vaccines - ICAN - Informed Consent Action Network',0,1,0,0,0,0,0,0,0,0,vaccine
229,I'm triple vaccinated but forcing healthy children to get vaccine is genocide,0,0,0,0,0,0,0,1,0,0,vaccine
230,"When most hospitals you look at are showing similar trends, like the one i provided, it's easy to assume vaxxed deaths will eventually catch up given they are the majority by a mile now. Unvaxxed only make up the majority because the vaccine hadn't been released for a year first",0,0,0,0,0,0,0,0,0,1,vaccine
231,More Flaws in the Vaccine Model Claiming 20 Million Lives Saved ? Brownstone Institute,0,0,0,0,0,0,0,0,0,1,vaccine
232,"Vaccine Whistleblower, Brandy Vaughan, Found Dead",0,0,0,0,0,1,0,0,0,0,vaccine
233,"We kill 117 kids .... CDC Director, who should be fired, describes the rigorous science behind the COVID vaccines for kids",0,1,0,0,0,0,0,1,0,0,vaccine
234,It's about control the same thing the vaccine was about!,0,0,0,0,0,1,0,0,0,0,vaccine
235,PUBLIC DISFAVOR- WAKE UP PEOPLE! CDC Caught Using False Data To Recommend Kids' COVID Vaccine via,0,1,0,0,0,0,0,0,0,0,vaccine
236,"'If You Are Not at the Table Then You're Probably on the Menu'-Anonymous . In ON even with world-class epidemiologists, vaccine and infection control experts the government organized ON Health as a mega agency run by people mostly with no medical knowledge or experience",0,1,0,0,0,0,0,0,0,0,vaccine
237,"Yes. Already looked at the quarantine guidance and only people who are ' up to date' on vaccines can get out of quarantine, or people who have had a documented infection within the last 90 days. ScIeNcE",0,1,0,0,0,0,0,0,0,0,vaccine
238,Just ran across these quotes in thing I have saved. We don't know what all the vaccines are producing in human bodies. And the companies refuse to talk about it. People aren't being told this.,0,0,0,0,0,1,0,0,0,0,vaccine
239,Get your brother to listen to all the lies being told about vaccine in this video,0,0,0,0,0,0,0,0,0,1,vaccine
240,Never said they weren't. CDC and Biden are lying to people saying vaccines alone are enough. They are having maskless indoor events just like Trump. You are a covid hypocrite. Biden is having CDC manipulate covid # just like Trump.,0,1,0,0,0,0,0,0,0,0,vaccine
241,Video Compilation Of The Original Vaccine Narrative (Aka Promise) From Early 2021,0,0,0,0,0,0,0,0,0,1,vaccine
242,Oh no Herr Jermany ... your covid vaccine narrative is crumbling ...,0,0,0,0,0,0,0,0,0,1,vaccine
243,Twitter needs to ban  from misinformation and promotion of all vaccines relating to CoVID19,0,0,0,0,0,0,0,0,0,1,vaccine
244,Yes in my case. I had to take the magic vaccine or lose my job. Didn't even have the suspension option. Thanks  the dictator,0,0,0,0,1,0,0,0,0,0,vaccine
245,"And million of people fell and still are falling for it, that is why I don't feel sorry for them who are falling now sick,it's logic,no vaccine can be safe after only 90 days clinical trials,if 90 days making it",0,0,1,0,0,0,0,0,0,0,vaccine
246,not a doctor with the medical advice It might not be a vaccine but it's seriously fucked,0,0,0,0,0,0,0,0,0,1,vaccine
247,What part of the government has a right to enforce experimental vaccines? Ask Justin Bieber.....,0,0,0,0,1,0,0,0,0,0,vaccine
248,Amazing they mandated unproven vaccines or threatened your job. Put all the Dems in lockdown for good.,0,0,1,0,1,0,0,0,0,0,vaccine
249,Where were all these foul-mouthed women when we were SCREAMING 'MY BODY MY CHOICE' with the experimental vaccines that were being FORCED on us? Where were you? Or when MEN are growing their hair and taking our trophies - as 'women' then slinging their penis' in the room after?,0,0,0,0,1,0,0,0,0,0,vaccine
250,And here is another during the 'delta' variant wave. Same story. Worst 'vaccine' in history !,0,0,0,0,0,0,0,0,0,1,vaccine
251,Forced vaccinations with an experimental vaccine is a crime against humanity,0,0,0,0,1,0,0,0,0,0,vaccine
252,It is the poison vaccine! The same thing is happening around the world!,0,0,0,0,0,0,0,0,0,1,vaccine
253,With me  discuss the many problems of the covid vaccine clinical trials. The evidence is not strong enough for mandates,0,0,1,0,0,0,0,0,0,0,vaccine
